序号	类型	标题	第一作者	来源	日期	链接	来源链接	所有作者	摘要	关键词	DOI	导师
TransGLNet算法将全局感知自注意力机制与膨胀分离卷积模块进行融合,显著增强了模型对光学相干断层扫描图像全局及局部特征的捕获能力,从而提升脉络膜层的分割准确率。该算法利用自注意力机制,通过计算整个特征图上每个像素点与其它所有像素点之间的相关性,实现全局上下文的感知,通过多尺度空洞卷积并行处理输入特征图,关注不同尺度的全局信息。此外,算法在Transformer编码器与膨胀分离卷积模块的结合中,采用局部通道进行窗口化处理,捕获多尺度空间信息,有效地提升了网络对细节特征的识别能力。
BENet算法则专注于增强图像边界信息,借助多分支结构和边缘检测分支,提高了模型对脉络膜边界的识别准确率。该算法通过自适应平均池化和卷积层学习通道注意力权重,强调重要通道特征,并通过自适应激活函数提高网络对边界的敏感性。此外,BENet使用了由Dice损失和边界损失构成的复合损失函数,显著提升了模型对脉络膜边界的识别准确率。
实验结果表明,TransGLNet在Dice系数达到95.05%,准确率达到了99.08%,均交并比达到94.90%,F1值达到95.18%及豪斯多夫距离达到了2.76,在评价指标上均实现了优异的性能。相较于Trans Unet,TransGLNet的准确率提升了0.81%,Dice系数提升了4.27%,均交并比提升了4.18%,F1值提升了4.29%,豪斯多夫距离降低了5.20。BENet算法在边界识别准确率上展现了卓越的性能,Dice系数达到了95.24%,豪斯多夫距离为2.68,准确率为99.12%。相较于TransUnet,BENet的准确率提升了0.85%,Dice系数提升了4.46%,豪斯多夫距离降低了5.28。
此外,本文还通过消融实验和多数据集实验验证了以上两个模型的鲁棒性和泛化能力。最后,对模型的不足之处进行了讨论,并对未来的研究方向提出了展望。"	光学相干断层扫描;脉络膜分割;深度学习;TransGLNet;BENet;	10.27709/d.cnki.gccsf.2025.000332	黄文博
722	硕士	基于YOLOv7模型与轻量化算法的区域性树种识别分类研究	王婧怡	黑龙江八一农垦大学	2025-05-01	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibJWUBWFXg6y1_tEStScQoqVEuOnFciWTltxXCGj_KKFv6Hu5SOTCHj5onjU8VAv7HHZemV2PXRfe8f0dZzsOoEaJwiBkJS9guajoKXFxg54_14MH_2yTHvBPl1RHudTIJXwTir76rE69BvDSriP567ILnXujqnKKHHEN0eMHLQG0ve8a4VY2L7Y&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTr2Le82-zHi__efx_s2N2lH09lplrVmgabINWBi3d-izX5pSrlqKvui1MdhuDfJLhnqsAnqNLYT6YKNGBNj9SE&uniplatform=NZKPT	王婧怡	"森林生态系统在维持全球生物多样性和气候平衡方面发挥着关键作用,通过遥感技术实现在树木层面上的准确和高效监测,可以为精确和科学的森林管理提供详细信息,针对自然环境中树木分布稠密、树冠相互重叠、白天光照变化大以及算法高复杂度对计算平台提出的内存和算力要求等一系列挑战,本文通过数据增强技术构建了一个完善的树冠图像数据集。同时,提出了一种基于YOLOv7的深度学习模型(YOLOv7-Trees),并引入了网络剪枝与知识蒸馏技术,旨在优化树种识别任务的精确度与复杂度之间的关系,从而高效地实现对单棵树的检测。以下将阐述主要研究内容及其成果:
(1)本研究通过无人机在不同高度和时间段对人工林进行航拍,构建了一个全面的树冠图像数据集。为了解决林间光照变化大的问题,本文采用了数据增强技术,通过调整亮度和进行水平翻转,将原始图像数量增加至原来的两倍。利用控制变量法的实验结果表明,该方法显著提高了检测算法的准确性和稳定性。
(2)针对当前树冠检测中存在树冠重叠检测精度低和漏检等问题,提出一种改进YOLOv7的树种识别方法。首先,将交互式通道-空间注意力机制嵌入到YOLOv7网络,有效地捕捉到本地跨通道的交互,更好地获取空间和通道两个维度的信息;其次,采用GSConv轻量级混合卷积和一次性聚合VOVGSCSP模块重置特征融合网络,实现特征多重利用;在研究的最后阶段,运用了I-MPDIoU损失函数来确保目标定位的高精度。通过实验结果显示,在构建的树冠图像数据集中,所提方法的平均精度达到了93.41%,与原YOLOv7相比提高了3.73%,这有效证明了方法的优势。
(3)为了解决树种识别在实时性和高计算成本方面的挑战,本研究探索了一种模型压缩的技术,基于Slim网络剪枝和知识蒸馏方法来提升效率。首先,利用模型稀疏化训练和批归一化的缩放因子分布状况,筛选并删减不重要的通道,减少模型参数,加快网络的运算速度;最终,经过重新训练和优化模型,并引入知识蒸馏技术,模型的精度得以恢复至接近剪枝之前的状态。在此过程中,采用多种蒸馏策略,主要在模型主干部分将教师模型与学生模型的特征信息进行整合。通过这些整合后的特征语义,学生模型更容易辨别与教师模型之间的差别,从而有效捕捉教师模型中所隐含的特征信息。此外,针对头部网络,利用真实样本的标签分析前景与背景,有效辅助学生模型改进分类性能。经过实验证明,本文压缩后的YOLOv7-Trees-T模型在保持检测精度的前提下,使浮点运算量和参数量分别下降了28.8%和63.4%,模型规模降低了63.6%。
(4)设计并实现了树种识别平台的搭建和软件框架设计,使用所提出的网络剪枝和知识蒸馏后的模型YOLOv7-Trees-T,完成了对无人机光学图像的树种识别工作。"	深度学习;模型压缩;注意力机制;树种识别;无人机图像;	10.27122/d.cnki.ghlnu.2025.000315	许杰;贺敏
723	硕士	基于改进的YOLOv5大豆叶片病害识别方法研究与应用	彭诗琴	黑龙江八一农垦大学	2025-05-01	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibJ1RUSVWIkb5HyClYmEWDhf67OLngj36eU7GgjEza1wplB1n3JkD0P8khHofUeA0Xt78IGEVpklwtjeiRfxUAMuSG-Mmb-9CPpiNsELd94WZYHnSB49Gr2bWUiGg5zWofW6wk-uQ-JROvmRJBoc8iA0YtWSeRY4VhWYvtnBrtI4aovhQrotXMEY&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQ-IU7rfsq_IEdReuoE8C4iRifg17MowxVPiIP_Y8aJ8whiSXSEkEWZbnUcJLSmaQIfKOpZsgcMHPW0sxPJe94s&uniplatform=NZKPT	彭诗琴	"大豆作为中国重要的粮食与油料作物,其产量与品质直接关系到国家食品安全与农业经济。传统病害检测依赖人工目测,存在效率低、主观性强及规模化应用受限等问题,难以满足现代农业精准防控需求。为此,本文聚焦大豆褐斑病与细菌性斑点病,提出了一种基于改进YOLOv5网络和改进YOLOv5-GC分割算法的智能识别与严重程度评估方法,构建融合目标检测和图像分割的检测系统,为大豆叶片病害的精准检测与防控提供了有力的技术支持。本文主要研究内容和结论如下:
(1)基于改进YOLOv5的大豆叶片病害识别检测模型。研究以大豆褐斑病和细菌性斑点病为对象,通过大田实地拍摄和公开数据库共采集1325张病害图像,经图像预处理操作扩充至3000张,按7:2:1划分为训练集、测试集与验证集。在模型改进方面,针对YOLOv5网络提出四项优化:以SimSPPF替换原SPP结构,通过串行池化与ReLU激活函数提升特征解析效率;引入BotNet自注意力机制,增强模型对病害区域的定位能力;采用EIoU Loss损失函数,综合边界框中心距离与宽高比优化回归精度;改进EIoU-NMS算法,通过几何信息抑制冗余检测框,提升密集目标下的识别鲁棒性。改进后的模型在消融实验中,召回率、精确率与平均精度(mAP@0.5)分别达到87.9%、90.9%与92.8%,相较于原始模型分别提升3.4%、3.2%与4.5%,能够满足大豆叶片病害检测识别需求。
(2)大豆叶片病害严重程度分级评估。本文基于改进YOLOv5-GC分割算法进行大豆叶片病害严重程度的分级评估,依据病斑面积占比构建了健康至重度感染共6级的分类标准。在改进YOLOv5网络结合传统GrabCut算法对病害叶片和病斑进行分割的基础上,结合动态区域兴趣生成和显著性检测方法,有效提升了病斑区域的提取精度。实验结果表明,改进后的算法在平均交并比、Dice系数、平均绝对误差和每秒帧数上分别达到了90.8%、94.7%、2.6%和40帧/秒,在验证集上的识别准确率超过90%,能够满足大豆叶片病害严重程度分级的需求。
(3)大豆叶片病害检测系统设计与实现。本文基于PyQt5构建大豆叶片病害检测系统,支持Windows等多平台运行。系统集成改进的YOLOv5模型实现病害识别与严重程度评估,单张图像检测耗时0.08秒,置信度达0.81,图像处理耗时低于0.1秒。用户管理模块(SQLite数据库)支持千人级并发,系统支持1080p视频流逐帧检测、摄像头输入及结果可视化,并生成统计表格,系统界面响应延迟<50ms。兼顾高效性与用户体验优化,满足农业场景实时性需求。"	深度学习;卷积神经网络;大豆病害识别;病害严重程度评估;	10.27122/d.cnki.ghlnu.2025.000251	席桂清;于玲
724	硕士	模糊环境下基于聚类的时间序列预测方法研究	吴勋金	湖北民族大学	2025-05-01	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibJ1RUSVWIkb5HyClYmEWDhf67OLngj36eU7GgjEza1wpm5DJPQ-OC1GU1YCgvAYk_RjQvznX5-U4G7ikywvIwrU8a2eCAqK7PqJo69NST3Z-qAaHGmzh4axsGA7U8wLpfoqI_wXMG6HOWFmi5gKZIwBldW7JYjK7jogM59LuTnUnomaXQU-5S6y&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQ-IU7rfsq_IEdReuoE8C4iRifg17MowxVPiIP_Y8aJ8whiSXSEkEWZixlb04zH09E4Xrtp_HoX3Qa9RVN0fqrg&uniplatform=NZKPT	吴勋金	"人工智能和大数据技术的迅速发展推动时间序列预测成为数据科学、机器学习和智能决策等领域的关键问题之一.然而,如何提高预测精度和模型的鲁棒性仍是当前研究中的重要挑战.现有的时间序列预测方法通常基于特征提取和模型训练,但在面对数据中的噪声、冗余特征以及复杂的非线性关系时,传统方法常常出现精度偏低、过拟合或计算效率低下的问题.此外,如何有效应对模糊性、不确定性及多维度数据的处理,仍然是时间序列预测中的一大难点.
为此,本研究基于高斯线性模糊信息粒和多头注意力机制,提出一类聚类算法以解决单变量和多变量时间序列中的上述问题.针对单变量时间序列的分割与趋势提取,本文提出一种基于多头注意力机制的趋势滤波方法,替代传统的趋势提取技术.多头注意力机制能够在不同时间尺度上捕捉时间序列中的动态信息,从而更准确地分割时间序列并提取隐含的趋势信息.为进一步提高分割结果的精度,本文采用高斯线性模糊信息粒对时间序列进行粒化处理,避免传统方法中因过于依赖某一特征维度而导致的误差.
在单变量时间序列的聚类分析方面,本文提出一种基于k-均值++算法的聚类优化方法.该方法通过引入基于模糊信息粒的线性度优化技术,使聚类过程更加精细,并自适应地根据数据特征调整聚类数目.传统的k-均值聚类算法在处理复杂数据时,往往受到聚类数目选择的影响,导致聚类效果不佳.本文通过分析两个线性模糊信息粒的斜率差异,准确确定聚类个数,避免了聚类数目不确定性带来的预测精度波动.
在多变量时间序列的预测中,本文提出基于判别式模糊C-均值聚类算法,通过增强相似样本的隶属度,提升聚类精度,并通过自适应优化特征选择、k值和聚类数目,使数据预处理更加精准.进一步结合卷积神经网络和Transformer模型,设计一种自适应深度学习模型.卷积神经网络提取时间序列中的局部特征,增强模型的空间感知能力,而Transformer则通过自注意力机制处理时间序列中的长期依赖关系.为提升计算效率和减少资源消耗,本文设计了自适应的卷积层和池化层结构,使网络在计算资源有限的情况下仍能保持较高的预测精度.
综上所述,本文提出的基于聚类算法和深度学习的时间序列预测模型,充分考虑时间序列数据中的模糊性,结合多头注意力机制、自适应CNN-Transformer组合模型以及模糊信息粒处理方法,突破传统时间序列预测方法的局限,提供一种高效的解决方案.实验验证结果表明,该方法具有显著的实用价值和应用前景,为未来时间序列预测问题的研究提供新的思路和方法."	时间序列预测;高斯线性模糊信息粒;k-均值++聚类算法;判别式模糊C-均值聚类算法;卷积神经网络;Transformer;	10.27764/d.cnki.ghbmz.2025.000011	詹建明
725	特色期刊	基于思维培养的人工智能实验教学探索——以“利用卷积神经网络识别植物实验”为例	李凌霄	中国信息技术教育	2025-05-01	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibJ1RUSVWIkb5HyClYmEWDhfcDsIerFg--x9-HBWJKgDzE9GnSG3-ssF9_lVmk9X8QvJq7MWUHojNxT_uiIUUsWTS42ReAHKAtjR8rl_HfLF_JL_XHzghIGeHcphy-mG_jx3kwNXm4oqGcKSTGr_dqeXP2DEzyE3fZGFq3rMctigkw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQ-IU7rfsq_IEdReuoE8C4iSC8bKlWX5GWZW6R9MsJ5fCeLxguZZsShAsq4Zvxjia--TJptoCZdcwyB8MFmSrO36FZP0Bo9TWk=&uniplatform=NZKPT	李凌霄、张渤、王爱胜	本文基于《义务教育信息科技课程标准（2022年版）》和泰山出版社出版的《信息科技》（2025版）八年级下册第三单元“技术实验2——探析人工智能的数据处理”，基于思维培养的人工智能实验教学理念，设计并实施了“利用卷积神经网络识别植物实验”教学。通过本实验，引导学生体验、观察、分析卷积神经网络的基本工作过程，了解机器学习“数据驱动”和“特征自动提取”的特点，促进初中学生对AI技术原理的了解，解决传统AI教学中应用体验多、内在原理认知不足的问题。同时，通过分析实验过程和实验结果，提升学生的计算思维、创新思维等，提高人工智能思辨能力，并希望能够为中小学人工智能实验教学提供可复制的“理论学习-实验观察-认知建构”实施路径。	计算思维;创新思维;人工智能;实验教学;		
726	期刊	基于轻量化U-Net的高效地震速度反演方法	张岩	石油地球物理勘探	2025-04-30	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibIy9sPptAmDBVCDBP1vZRqyjFewXfzfH51z-dikefZx5ulTRd2xwAgZiFbIGq3oEhZab5L2Zb3JMzw8b5z60zGfNTGzbHHT4Ui4oSmGQy4PqPxlbHdE7_o4kkEshuAm75bMd6A-bMbpRX3WvZ6VZHXBAQrHoPdsqRtpo-Me5tRM3Q==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTDIpMxkqJGcpIpCjGi_ne5wBjYQVvmjne2YAQIMM2MfoLRZjKfqrbx52G9De7O8LsUzWJBC5GCtR8oINNOU_dVIjOwcgafHD0=&uniplatform=NZKPT	张岩、王海潮、姚亮亮、陈柏汉、李新月、孟德聪	智能地震速度反演是当前地震勘探中的热点、难点,然而复杂的深度学习网络结构对硬件设备的算力要求较高，限制了模型在数据量大与时效性要求高场景中的应用。为了解决上述问题，根据特征工程和模型轻量化的思想改进了U-Net，提出适用于GPU的反演网络U-Net vG和CPU的反演网络U-Net vC。首先分析速度反演网络的特点，得出卷积神经网络的轻量化原则；然后通过对多尺度模块、注意力门模块及特征提取模块进行轻量化处理得到轻量级速度建模卷积神经网络，在保持预测准确性的同时减小网络体积。数据测试结果表明，该网络训练过程对高性能硬件资源的需求更低，可以实现高效速度反演，具有更高的地震速度反演精度，具有较高的抗噪性。该方法为解决地震数据反演中的算力瓶颈问题提供了新思路。	地震速度反演;深度学习;U-Net;轻量化;特征提取;	10.13810/j.cnki.issn.1000-7210.202540352	
727	期刊	融合卷积模糊神经网络与SHAP特征优化的地震诱发滑坡易发性评价	丁明涛	武汉大学学报(信息科学版)	2025-04-30	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibIy9sPptAmDBVCDBP1vZRqyjFewXfzfH52SyRoaq_dkAkya2R82BCx6i2tTx2k7YQsemc0xZXDXSMPsQOoy3vNkdZtKlLFcga4L-4cgGcOCpOXo11_cEBrF41sM8lDoJqeAcNbqpYmz7RV9jyeHk59gL1qTm0t9bsKTrc7M-mQ7UQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTDIpMxkqJGcpIpCjGi_ne5wBjYQVvmjne2YAQIMM2MfoLRZjKfqrbxB9pnl09Ts-d9fJAm0jtIreNpjDpInytR-8xFhZsf2Kg=&uniplatform=NZKPT	丁明涛、江辉、李振洪、申传庆、卢昭龙	地震诱发滑坡是一种破坏性极强、危险性极高的地质灾害，其易发性的准确评估对于震后救灾减灾及灾后重建至关重要。针对卷积神经网络（convolutional neural network， CNN）在处理地震诱发滑坡样本时，易出现过拟合和多源数据不确定性问题，提出了一种基于卷积模糊神经网络（convolutional fuzzy neural network， CFNN）的地震诱发滑坡易发性方法。同时，引入SHAP特征优化策略，通过定量评估特征重要性对模型输入进行筛选和优化，提升模型的预测精度。选取2017年九寨沟7.0级地震、2022年芦山6.1级地震及2022年泸定6.8级地震组成研究区，涵盖5 990个滑坡实例，覆盖总面积72.147平方公里，选取16个滑坡影响因子，构建并优化CFNN模型，完成了研究区地震诱发滑坡易发性评价。结果表明，距河流的距离、地震峰值加速度（peak ground acceleration， PGA）、高程、土壤覆盖类型以及距断层的距离是影响滑坡发育的关键因素。在模型性能对比中，CFNN相较于传统CNN模型展现出更优的预测精度和显著的防过拟合能力。通过引入SHAP特征优化策略进一步优化后，CFNN模型在受试者工作特征曲线下的面积值（area under curve， AUC）达到0.942，表现出极高的预测性能。研究结果验证了CFNN模型在地震滑坡易发性评价中的可靠性，为地震滑坡灾害的预防和监测提供了新的理论依据和技术支持，同时也为深度学习模型在地质灾害领域的应用拓展提供了重要参考。	卷积模糊神经网络;SHAP特征优化;地震诱发滑坡;滑坡易发性评价;	10.13203/j.whugis20250017	
728	期刊	CEEMDAN改进的CNN-LSTM短期电离层TEC预测模型	焦迎香	导航定位学报	2025-04-30	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibKUk20H3G9i7JO5UYPoVzZECZzdLT1gFX27dtjScj24IHl-_X-sIDgf46yZG_Gn-hG380VU67C-TbIiS12L0PZp-g80AGxoP5RXJQFlfAvrybcwkz-Vbkq83RnMvdopcEwUzIT9gjuxmG325pkmdn4B5gbGkFUp562B5lNwEoBGMw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTpqgS7zN3qC5BYLdhOivBtGwfmPlTDtRt2Wl7ByW3ddO95eAWde3B31qSdUjPLCnxQeNb40cTRY-vLLE4hsmq9684TU8riLYM=&uniplatform=NZKPT	焦迎香、李克昭、岳哲	针对电离层总电子含量（TEC）值的时序变化通常呈现非线性和随机性的问题，提出一种结合完全集合经验模态分解（CEEMDAN）和基于卷积神经网络和长短时记忆网络的时空网络（CNN-LSTM）神经网络的TEC预测模型：采用分解、预测和重构的方法，结合CEEMDAN在时间序列分解上和CNN-LSTM在预测精度上的优势，对电离层TEC值进行短期预测；然后利用国际全球卫星导航系统服务组织（IGS）中心发布的2019和2023年4个季节，以及分布在中高低纬度的6个格网点的TEC格网数据进行实验分析。实验结果表明，CEEMDAN-CNN-LSTM组合模型的预测结果能很好地反映电离层TEC的时间变化特性，在2019年太阳活动低年和2023年太阳活动高年的预测精度均方根误差（RMSE）相较于长短时记忆（LSTM）网络模型可分别平均提升2.62总电子含量单位（TECU）和10.44TECU，相较于CNN-LSTM模型可提升1.85TECU和7.23TECU。	电离层总电子含量(TEC);长短期记忆(LSTM)神经网络;卷积神经网络(CNN);完全集合经验模态分解(CEEMDAN);预测模型;	10.16547/j.cnki.10-1096.20250311	
729	期刊	基于深度学习的辽东半岛五龙金矿集区三维矿产资源定量预测	张智强	地学前缘	2025-04-30	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibKUk20H3G9i7JO5UYPoVzZEVMFizvwTOzKjMg_pF6SN7fYxjGoezmLmkrQkpS1fX57BB1ZH_pF2aJ3EnlQ6Q9VwWWmk76sCi521C_RT8E2m2vCKTLj9-oqsn6o-aE5AxeOBJIDrQYcC1I7iHRBr5nUfdeyr4w65cXy70gINIg25tw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTpqgS7zN3qC5BYLdhOivBtfBsbYi4fJFka1npZ4_IzRwpTG06SRPdq38rB71CusXbDSp_jsZm1Pa9QZEbcbRFLyNt_ZbOVJx4=&uniplatform=NZKPT	张智强、王功文、沙德铭、曾庆栋、邱海成	基于数据驱动的三维矿产资源定量预测是实现深部找矿突破的关键技术。相较于浅层机器学习方法，深度学习具备自动提取数据深层次特征及非线性建模的优势。五龙金矿集区是辽东半岛最重要的金矿集区之一，在该区开展深部矿产资源勘查，对于推动辽东地区千吨级黄金战略基地建设具有重要意义。三维矿产资源定量预测所用数据与计算机视觉领域常用的二维像素数据之间存在显著差异，为此，本研究从训练样本构建、深度学习模型设计与训练等角度出发，探讨建立适用于三维矿产资源定量预测的三维卷积神经网络（Convolutional Neural Network，CNN）和循环神经网络（Recurrent Neural Network，RNN）预测模型的过程。对比实验证明，上述两类深度学习模型在研究区三维矿产资源定量预测中优于随机森林模型。最终基于上述研究，本文在五龙金矿集区圈定深部找矿靶区，进一步证实了五龙矿床沿鸡心沟断裂的深部具有较大找矿潜力。	五龙金矿集区;三维矿产资源定量预测;深度学习;卷积神经网络;循环神经网络;	10.13745/j.esf.sf.2025.4.50	
730	期刊	基于卷积神经网络的建筑物震害特征提取与识别研究	徐俊祖	地震工程学报	2025-04-30	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibJNVOK0vrRtYZ36nd2c8pbd5bdaQD88_kEvdPiH50SAI-XfV-va48bFUE-4AZgIwBvLkrUC9kKL49t1D2ExLHMLSd-u4cUrawjC9C1t72zy1JFROZGG3tFeuuSIZ0XRk6A7L86FVTMiPeWW3Ktw2Hn_zDiE9YSKLzLkXatSnkflBQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTKDN9mLdpT-SaJdmTLainDiynjN-iR8R9iQnOmJDw72F3XXfTQSU8mqfwBdlFy1QhMIMFkk3FXDZ-fpwHU7ylhiyXZkRkl0bk=&uniplatform=NZKPT	徐俊祖、张方浩、戈云霞、曹彦波、杜浩国、邓树荣、和仕芳、张原硕、赵正贤	提出一种基于卷积神经网络(CNN)的建筑物震害特征提取与识别方法，以解决传统震害评估方式的空间局限性和低效性问题。通过对震后建筑物进行边框回归、掩膜生成和特征分类，实现震害特征的有效提取和识别。首先，通过收集云南省2014年鲁甸6.5级、景谷6.6级和2021年漾濞6.4级地震的建筑物震后无人机影像数据，并利用数据增强方法扩充样本，构建一套典型的云南历史地震建筑物震害数据集；其次，利用这一震害数据集对CNN进行训练和优化，从而得到能够提取建筑物震害特征并进行识别的模型；最后，通过实际震例对模型进行验证。结果表明，所提出的方法能够有效提取建筑物震害特征并进行识别，识别平均精度达87.28%,平均IoU(交并比)为83%,且各影像IoU值均大于0.5。	卷积神经网络;Mask R-CNN;建筑物震害特征;震害识别;	10.20000/j.1000-0844.20240229001	
731	期刊	基于FFT-CNN-Transformer的滚动轴承故障诊断	许坤波	海军航空大学学报	2025-04-30	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibJNVOK0vrRtYZ36nd2c8pbdt7D0x1zXkpmfR66LAMR5iTVw4QEw-AlY5Lvg0BfQxRAJ7R8rYnW_17xGcJFOdspzftdUi46PJ2Q-9JdI2ux2E_uCTb4ewDfH3W2cp66h7H4A6ySIG0sMvDDPe3tIvSw1ckERvt6s77O4ac1ww0ddAQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTKDN9mLdpT-SaJdmTLainD_kT4s4dyblGL9wBYzFdvfxSte9eMM64by5UrYpjbOJRp8hEfSsxmTrRXssNerFzzKwef3DreKQM=&uniplatform=NZKPT	许坤波、刘栋君、宗泽凯、王朝阁、王冉	针对如何充分提取和融合时频域特征这两种信息以及传统方法在时频特征提取方面存在局限性导致故障诊断效果不佳、泛化能力较差等问题，提出了一种结合快速傅里叶变换（Fast Fourier Transform,FFT）、双通道卷积神经网络（Convolutional Neural Networks,CNN）和Transformer的网络模型，旨在有效提取信号的全局和局部特征，并对所提取信号进行融合分类，从而提升故障分类的准确性和鲁棒性做出研究。首先，将一维故障信号经过FFT处理后进行堆叠，作为双通道CNN的输入；其次，将预处理后的数据分别通过双通道CNN提取重要特征；接着利用多头注意力机制将两个通道提取的特征进行融合；最后，经过全连接层和softmax分类器进行故障诊断。基于美国凯斯西储大学公开滚动轴承数据集，将所提算法模型与其他算法模型展开对比。对比结果显示，该方法在识别轴承故障方面达到99.85%最高准确度，成功实现了对轴承故障的准确分类。	轴承故障诊断;快速傅里叶变换;卷积神经网络;Transformer模型;		
732	期刊	基于卷积递归神经网络的声源信号识别与定位	李青	声学技术	2025-04-30	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibJNVOK0vrRtYZ36nd2c8pbd5bdaQD88_kFGllznK5MCDS8AsqiVmhzXGNlxGTjRKK87YD51FHKwkfX0HdfLa4sYT7JhNo2shEC7kRtR_ZbqGXZYVI6Y9D4QztSnBCbE8QyMHQTwM8g_YfHgptdOkeUumDRYQDOfMOQYQ6-_ExoSWg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTKDN9mLdpT-SaJdmTLainDiynjN-iR8R9iQnOmJDw72F3XXfTQSU8mwyIZEJIc8VuZ8FUCHcGnTJk52s29mOI5lXdYjeEiRGw=&uniplatform=NZKPT	李青、敖邦乾、阎昌国、陈孝玉、张南庆	为了有效识别声源信号的类别及定位声源位置，结合卷积神经网络强大的特征提取能力和递归神经网络可处理文本间数据的长期依赖性等优点，设计一种双输入双输出结构模型的卷积递归神经网络(convolutional recurrent neural network, CRNN)，用于对声源信号进行识别和定位。首先设计圆形阵列用于接收声源信号，并对收集到的声源信号数据进行扩展等预处理，然后将声源波形信号转换成相位谱和幅度谱，输入到CRNN中进行学习训练，其输出为声源信号识别的分类概率以及声源信号的定位回归坐标位置，具体步骤为：设置分类识别阈值，当检测到的声源信号阈值大于0.5时，定义为活跃事件，然后对活跃事件的声源信号进行定位。最后，使用设计的CRNN模型分别对无干扰单声源、有回声声源以及混合声源三种声源信号进行分类及定位测试，与传统方法相比，分类准确率提高了42.29个百分点，定位精确度提高了14.09个百分点，与其他神经网络相比，在不明显提高算法复杂度的前提下，在分类准确率及定位精确度综合性能方面提高13.61个百分点，同时，设计的网络模型结构还具有较强的鲁棒性，可应用于声源探测等方面。	声源信号;卷积神经网络;递归神经网络;信号识别定位;	10.16300/j.cnki.1000-3630.22102701	
733	期刊	基于卷积神经网络-微调的多联机故障诊断迁移研究	蒋敏辉	制冷技术	2025-04-30	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibLDFG2OnWCvIRAxM6S-tujozqCXH_7_Jg6sYuUK5sZTYn23QVZRGl7525IfKFBc5PPYT_wdXWCVpFByt22zRjyeZtRCIHLfNNsZaR2jsWsTu2zkevg28Zrc9yFJX-7SM0jmcG6NNrFeboE8EIyOpNZSACjR4q7su-fYOWmtOsJmFg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yRzmOOCxVFc_FHSfK8ogIWoEHA-4_kSe4vPH6ZCvOhuT2LCRwnVwiwOJ-MG7QbtZC1AV__I2NUhk6Mynf2AS_7DGD19f1qASVM=&uniplatform=NZKPT	蒋敏辉、陈焕新、苟伟	提出了一种基于卷积神经网络（CNN）-微调（FT）的故障诊断迁移方法，利用信息丰富的源域多联机系统的先验知识来建立目标多联机系统的诊断模型。首先对源域进行预训练，通过参数寻优找到最优CNN模型；然后将预训练模型迁移至目标域上，只用少量目标数据训练CNN顶层，准确率为86.71%；依次解冻前面的网络层并进行微调处理，准确率升至95.83%，显著优于目标域特定训练（81.02%）、源域模型直接迁移（33.45%）2种情况。	多联机系统;故障诊断;卷积神经网络;迁移学习;微调;		
